User_ID,Cust_name,Course_ID,Course_Name,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Course_Category,Orders,Amount
5411760,Customer_81,C00000,Graphic Design,M,46-55,47,0,New York,Southern,Unemployed,Technology,4,390.81
9334229,Customer_82,C00004,Python Programming,F,0-17,53,0,Illinois,Southern,Self-Employed,Business,1,191.56
5219081,Customer_83,C00002,Web Development,F,36-45,29,0,New York,Northern,Student,Technology,1,345.79
2960319,Customer_84,C00003,Graphic Design,F,0-17,34,0,Texas,Northern,Unemployed,Technology,1,282.8
1538112,Customer_85,C00004,Graphic Design,F,0-17,16,1,Florida,Central,Retired,Technology,4,268.23
2308554,Customer_86,C00000,Digital Marketing,F,36-45,30,1,Texas,Southern,Student,Business,4,455.52
7687090,Customer_87,C00002,Python Programming,F,18-25,16,0,Texas,Eastern,Retired,Arts,2,299.59
1298367,Customer_88,C00003,Data Science,F,26-35,38,1,Texas,Western,Unemployed,Technology,1,422.09
2824443,Customer_89,C00003,Graphic Design,F,36-45,16,0,Florida,Central,Professional,Arts,1,376.51
7615170,Customer_90,C00001,Graphic Design,F,26-35,12,0,Texas,Eastern,Unemployed,Technology,1,67.35
5987257,Customer_91,C00003,Data Science,F,36-45,38,1,Illinois,Northern,Self-Employed,Technology,2,397.9
7772834,Customer_92,C00004,Graphic Design,F,0-17,38,0,New York,Western,Professional,Technology,1,147.59
7741566,Customer_93,C00003,Web Development,M,36-45,48,1,Florida,Northern,Retired,Technology,2,456.42
1861091,Customer_94,C00003,Data Science,M,26-35,47,0,California,Southern,Unemployed,Technology,2,69.32
2145566,Customer_95,C00001,Web Development,F,0-17,15,0,Illinois,Eastern,Unemployed,Technology,4,199.88
8075963,Customer_96,C00001,Python Programming,F,36-45,55,0,Florida,Western,Professional,Arts,2,94.88
,,,,,,,,,,,,,
9497091,Customer_97,C00001,Python Programming,F,18-25,19,0,New York,Western,Unemployed,Technology,4,264.02
5577874,Customer_98,C00003,Python Programming,F,46-55,46,1,Florida,Northern,Student,Business,3,419.01
1838371,Customer_99,C00002,Web Development,M,36-45,23,0,Illinois,Central,Retired,Business,1,184.18
4495301,Customer_100,C00001,Data Science,F,55+,38,0,California,Western,Self-Employed,Technology,3,192.73
3019559,Customer_101,C00001,Data Science,F,18-25,32,0,California,Eastern,Professional,Technology,4,288.19
6927649,Customer_102,C00001,Web Development,M,46-55,24,1,New York,Western,Student,Technology,3,470.16
6096305,Customer_103,C00004,Digital Marketing,M,26-35,10,0,Illinois,Central,Student,Arts,1,305.01
,,,,,,,,,,,,,
1837404,Customer_104,C00000,Data Science,M,36-45,47,1,California,Western,Retired,Technology,1,164.85
4435764,Customer_105,C00001,Graphic Design,F,55+,19,1,California,Western,Student,Technology,1,358.07
1179265,Customer_106,C00002,Python Programming,F,18-25,43,0,Florida,Western,Self-Employed,Arts,2,334.88
2931989,Customer_107,C00004,Python Programming,M,55+,50,1,Illinois,Central,Retired,Arts,2,86.75
3561788,Customer_108,C00000,Data Science,F,26-35,50,1,Florida,Central,Retired,Technology,2,396.57
4015026,Customer_109,C00004,Digital Marketing,F,55+,17,0,California,Central,Retired,Technology,2,90.58
5103073,Customer_110,C00003,Data Science,F,18-25,36,1,Illinois,Central,Professional,Business,3,332.85
8754851,Customer_111,C00001,Graphic Design,F,55+,39,0,Illinois,Western,Student,Technology,2,360.73
1171993,Customer_112,C00002,Data Science,M,26-35,27,0,Illinois,Eastern,Professional,Technology,1,316.94
6617221,Customer_113,C00000,Web Development,M,46-55,20,0,Texas,Northern,Unemployed,Technology,4,217.97
6191617,Customer_114,C00004,Data Science,M,26-35,53,1,New York,Northern,Retired,Technology,4,322.59
7604387,Customer_115,C00000,Web Development,F,26-35,43,0,New York,Western,Unemployed,Technology,4,298.67
5992665,Customer_116,C00003,Digital Marketing,F,0-17,11,1,California,Southern,Professional,Arts,1,317.84
9299620,Customer_117,C00002,Digital Marketing,F,46-55,48,1,New York,Northern,Student,Technology,4,414.39
5103788,Customer_118,C00004,Graphic Design,F,55+,29,1,Illinois,Central,Retired,Business,2,421.69
8638194,Customer_119,C00003,Digital Marketing,F,36-45,39,1,Texas,Southern,Unemployed,Arts,3,390.54
8341467,Customer_120,C00002,Web Development,M,55+,16,0,New York,Eastern,Unemployed,Business,4,267.03
1462944,Customer_121,C00001,Digital Marketing,M,55+,15,0,New York,Southern,Retired,Arts,3,209.79
8540499,Customer_122,C00000,Web Development,M,18-25,14,1,Texas,Eastern,Self-Employed,Technology,4,445.23
2136994,Customer_123,C00003,Graphic Design,F,26-35,12,1,Florida,Southern,Retired,Technology,3,444.54
4874916,Customer_124,C00000,Web Development,F,26-35,50,0,California,Northern,Unemployed,Business,3,416.14
9776938,Customer_125,C00000,Data Science,M,46-55,50,1,Illinois,Central,Professional,Technology,2,447.96
6814792,Customer_126,C00003,Digital Marketing,F,0-17,26,0,Texas,Eastern,Professional,Arts,3,227.87
4668179,Customer_127,C00003,Python Programming,F,55+,17,0,Florida,Eastern,Unemployed,Arts,3,290.5
8732142,Customer_128,C00004,Data Science,F,18-25,50,1,California,Southern,Professional,Technology,4,306.45
9326240,Customer_129,C00002,Web Development,F,36-45,34,1,Florida,Central,Professional,Technology,2,373.07
9680299,Customer_130,C00001,Data Science,F,26-35,33,0,California,Western,Self-Employed,Business,1,401.97
9616325,Customer_131,C00002,Data Science,F,0-17,32,0,New York,Eastern,Unemployed,Technology,2,302.99
1405845,Customer_132,C00001,Data Science,M,18-25,51,1,Texas,Central,Student,Arts,1,456.23
2055000,Customer_133,C00001,Data Science,M,18-25,16,0,California,Western,Self-Employed,Business,4,151.09
9752583,Customer_134,C00004,Web Development,F,36-45,24,1,Texas,Eastern,Unemployed,Business,4,233.91
2147123,Customer_135,C00002,Digital Marketing,M,46-55,49,0,Texas,Central,Professional,Technology,2,75.78
2015580,Customer_136,C00003,Digital Marketing,F,55+,34,0,Florida,Eastern,Professional,Business,3,491.86
2884534,Customer_137,C00000,Data Science,F,18-25,41,1,Illinois,Northern,Student,Technology,4,410.6
9532831,Customer_138,C00004,Python Programming,F,18-25,30,0,Florida,Central,Professional,Technology,3,105.59
4084353,Customer_139,C00004,Digital Marketing,F,55+,28,1,Florida,Southern,Student,Technology,3,200.27
6704144,Customer_140,C00004,Web Development,F,36-45,45,0,Illinois,Southern,Professional,Technology,1,290.44
8133554,Customer_141,C00003,Web Development,F,55+,42,1,Illinois,Western,Retired,Technology,1,183.47
,,,,,,,,,,,,,
4037039,Customer_142,C00000,Digital Marketing,F,26-35,30,1,Florida,Northern,Retired,Business,2,103.06
9362181,Customer_143,C00001,Web Development,F,46-55,34,1,Texas,Western,Professional,Business,4,319.42
6788802,Customer_144,C00003,Web Development,M,36-45,42,1,New York,Southern,Student,Business,1,150.64
6091867,Customer_145,C00002,Graphic Design,M,26-35,37,0,Illinois,Central,Student,Technology,2,334.81
4074792,Customer_146,C00002,Web Development,M,36-45,54,0,New York,Northern,Self-Employed,Arts,2,360.89
7012051,Customer_147,C00003,Digital Marketing,M,55+,46,0,Texas,Eastern,Retired,Arts,4,416.35
6246863,Customer_148,C00004,Digital Marketing,F,55+,28,0,Illinois,Eastern,Self-Employed,Technology,4,250.96
9035101,Customer_149,C00003,Python Programming,M,36-45,32,0,California,Central,Student,Technology,1,364.24
3475427,Customer_150,C00000,Data Science,M,55+,44,0,California,Southern,Professional,Arts,4,65.82
6519664,Customer_151,C00001,Digital Marketing,M,36-45,41,0,Florida,Western,Retired,Technology,4,333.93
5522929,Customer_152,C00001,Web Development,M,0-17,28,0,New York,Southern,Unemployed,Business,2,245.55
3491216,Customer_153,C00001,Python Programming,F,55+,24,0,California,Central,Professional,Technology,3,414.08
5354232,Customer_154,C00001,Graphic Design,F,36-45,17,0,Florida,Southern,Student,Business,1,494.55
2818943,Customer_155,C00004,Python Programming,M,55+,21,0,Florida,Western,Retired,Technology,3,181.59
4546584,Customer_156,C00002,Web Development,F,26-35,20,0,Florida,Western,Student,Business,2,452.5
1746938,Customer_157,C00002,Digital Marketing,F,26-35,48,0,Texas,Northern,Student,Technology,1,97.7
7697861,Customer_158,C00003,Python Programming,M,18-25,51,0,New York,Northern,Unemployed,Technology,3,253.57
3020602,Customer_159,C00001,Web Development,F,55+,32,0,Illinois,Northern,Student,Technology,4,362.88
9376893,Customer_160,C00002,Graphic Design,M,0-17,10,1,Florida,Southern,Student,Technology,4,438.4
6295210,Customer_161,C00000,Python Programming,F,26-35,44,0,Illinois,Eastern,Student,Technology,2,149.55
8276589,Customer_162,C00003,Web Development,M,0-17,27,0,California,Southern,Unemployed,Technology,4,271.69
5166624,Customer_163,C00004,Data Science,F,18-25,52,1,Texas,Western,Self-Employed,Business,1,489.16
2943102,Customer_164,C00002,Digital Marketing,M,0-17,16,0,Illinois,Northern,Student,Business,1,381.77
4460118,Customer_165,C00001,Web Development,M,26-35,13,0,Florida,Central,Student,Business,4,227.3
8142149,Customer_166,C00004,Data Science,M,46-55,50,0,Texas,Eastern,Professional,Technology,3,273.9
1915005,Customer_167,C00000,Digital Marketing,F,0-17,37,1,Florida,Southern,Retired,Technology,3,463.84
1086416,Customer_168,C00000,Digital Marketing,M,55+,22,0,Texas,Eastern,Retired,Arts,2,269.06
5033851,Customer_169,C00000,Digital Marketing,F,0-17,49,0,Illinois,Central,Retired,Technology,2,76.14
8077060,Customer_170,C00004,Data Science,F,46-55,31,0,Illinois,Northern,Retired,Business,1,142.11
4917116,Customer_171,C00002,Python Programming,F,36-45,35,1,California,Northern,Retired,Technology,1,51.69
9950926,Customer_172,C00002,Data Science,F,46-55,10,1,New York,Western,Professional,Technology,4,266.1
9717165,Customer_173,C00001,Data Science,F,36-45,53,0,Florida,Southern,Unemployed,Technology,2,488.03
6840701,Customer_174,C00004,Web Development,F,46-55,44,0,Florida,Western,Retired,Arts,4,411.11
5947589,Customer_175,C00002,Web Development,M,0-17,11,0,California,Eastern,Professional,Technology,3,68.58
,,,,,,,,,,,,,
8469540,Customer_176,C00003,Graphic Design,M,36-45,58,1,Texas,Central,Professional,Business,3,468.89
5323668,Customer_177,C00001,Data Science,M,36-45,53,0,Texas,Central,Student,Business,1,100.09
3642418,Customer_178,C00002,Data Science,F,46-55,47,1,Illinois,Western,Retired,Arts,4,60.35
3362966,Customer_179,C00003,Graphic Design,F,0-17,56,1,Illinois,Western,Professional,Technology,4,145.22
8547835,Customer_180,C00001,Data Science,F,0-17,53,0,Florida,Eastern,Professional,Technology,1,275.07
3365243,Customer_181,C00000,Data Science,M,0-17,35,0,New York,Northern,Professional,Arts,3,84.99
3729102,Customer_182,C00000,Graphic Design,F,36-45,33,1,Florida,Central,Professional,Business,2,401.61
2239027,Customer_183,C00003,Graphic Design,F,36-45,52,0,Texas,Western,Self-Employed,Technology,1,57.87
4225008,Customer_184,C00000,Graphic Design,M,55+,14,0,New York,Central,Professional,Arts,1,148.17
9606328,Customer_185,C00003,Digital Marketing,F,55+,17,0,New York,Northern,Unemployed,Technology,1,319.28
5584829,Customer_186,C00001,Web Development,F,36-45,39,0,California,Central,Unemployed,Arts,1,234.76
9671681,Customer_187,C00002,Graphic Design,M,0-17,11,0,Illinois,Northern,Retired,Technology,1,257.19
5751239,Customer_188,C00001,Digital Marketing,F,18-25,33,1,New York,Northern,Retired,Arts,1,351.49
7093765,Customer_189,C00003,Web Development,M,18-25,33,1,Florida,Southern,Retired,Technology,3,211.84
7267511,Customer_190,C00004,Graphic Design,F,36-45,34,1,Texas,Eastern,Professional,Arts,3,158.3
6056820,Customer_191,C00004,Data Science,F,36-45,35,1,Illinois,Central,Retired,Technology,4,463.2
9296736,Customer_192,C00003,Data Science,M,0-17,15,0,Florida,Northern,Retired,Technology,2,205.33
7401111,Customer_193,C00000,Web Development,F,0-17,32,1,Texas,Central,Unemployed,Arts,3,265.11
4921437,Customer_194,C00003,Python Programming,M,18-25,59,0,Florida,Western,Retired,Business,4,418.98
8855577,Customer_195,C00002,Web Development,F,18-25,26,0,Florida,Eastern,Student,Arts,3,334.76
7267317,Customer_196,C00001,Digital Marketing,F,46-55,41,1,Illinois,Eastern,Professional,Business,4,329.19
9219396,Customer_197,C00003,Data Science,M,0-17,58,1,Texas,Western,Professional,Technology,2,337.47
5880762,Customer_198,C00002,Data Science,F,26-35,10,1,Florida,Western,Professional,Arts,4,414.67
5004696,Customer_199,C00004,Graphic Design,F,46-55,13,1,New York,Central,Student,Technology,1,286.64
6966097,Customer_200,C00003,Digital Marketing,M,0-17,43,1,Illinois,Southern,Self-Employed,Business,3,84.13
3959300,Customer_201,C00000,Python Programming,M,26-35,41,0,California,Central,Self-Employed,Arts,3,349.48
,,,,,,,,,,,,,
6518577,Customer_202,C00003,Digital Marketing,F,26-35,16,1,New York,Central,Unemployed,Arts,4,124.25
8536977,Customer_203,C00004,Digital Marketing,F,36-45,10,0,Texas,Northern,Self-Employed,Arts,2,422.92
9222280,Customer_204,C00002,Digital Marketing,F,36-45,18,0,New York,Central,Student,Technology,2,120.44
2930655,Customer_205,C00003,Digital Marketing,M,26-35,34,0,Florida,Eastern,Unemployed,Business,3,480.4
8244976,Customer_206,C00003,Python Programming,F,26-35,16,1,California,Southern,Professional,Technology,1,369.66
1348733,Customer_207,C00000,Digital Marketing,F,55+,21,0,Illinois,Western,Retired,Technology,1,168.52
6205335,Customer_208,C00003,Python Programming,M,46-55,14,0,California,Eastern,Professional,Arts,2,143.36
3744736,Customer_209,C00001,Web Development,M,26-35,47,1,New York,Western,Retired,Technology,4,445.22
5319544,Customer_210,C00003,Digital Marketing,M,36-45,17,0,California,Northern,Retired,Technology,4,153.77
3045025,Customer_211,C00002,Graphic Design,M,36-45,35,1,Texas,Central,Professional,Technology,2,235.34
5253804,Customer_212,C00001,Python Programming,M,36-45,52,0,Florida,Northern,Student,Technology,1,257.14
5082085,Customer_213,C00000,Python Programming,F,18-25,15,1,Florida,Western,Professional,Arts,4,105.97
5499458,Customer_214,C00002,Digital Marketing,F,46-55,47,1,Texas,Central,Student,Technology,4,380.96
6120785,Customer_215,C00000,Graphic Design,F,46-55,14,1,Florida,Central,Self-Employed,Arts,3,98.45
3773135,Customer_216,C00003,Graphic Design,M,46-55,52,0,Illinois,Northern,Self-Employed,Technology,3,434.46
2393347,Customer_217,C00003,Digital Marketing,F,55+,22,0,Florida,Western,Professional,Technology,2,289.29
8329264,Customer_218,C00003,Graphic Design,M,18-25,26,1,Florida,Southern,Student,Business,4,327.51
9155890,Customer_219,C00004,Python Programming,F,46-55,15,1,New York,Northern,Professional,Business,4,422.99
5213853,Customer_220,C00004,Digital Marketing,F,18-25,23,0,California,Eastern,Student,Arts,3,201.31
4587192,Customer_221,C00004,Digital Marketing,M,18-25,21,1,Florida,Eastern,Student,Technology,1,484.31
5995734,Customer_222,C00001,Digital Marketing,F,26-35,32,1,New York,Eastern,Professional,Business,4,325.31
2840338,Customer_223,C00004,Web Development,M,18-25,52,0,Texas,Western,Student,Technology,3,105.91
2334791,Customer_224,C00003,Digital Marketing,M,0-17,49,0,Illinois,Eastern,Student,Technology,4,179.5
2910961,Customer_225,C00003,Data Science,F,0-17,10,0,Texas,Eastern,Unemployed,Arts,2,273.32
8230490,Customer_226,C00000,Data Science,M,55+,34,0,Illinois,Central,Unemployed,Technology,2,358.14
6960440,Customer_227,C00002,Python Programming,F,55+,58,0,New York,Central,Retired,Arts,2,140.97
2957977,Customer_228,C00002,Web Development,F,46-55,37,1,Texas,Central,Student,Business,3,242.13
1032444,Customer_229,C00001,Web Development,M,0-17,40,1,New York,Western,Retired,Technology,1,98.46
8687791,Customer_230,C00002,Graphic Design,F,55+,34,1,Illinois,Eastern,Self-Employed,Technology,3,131.24
7444627,Customer_231,C00001,Digital Marketing,F,55+,38,1,Florida,Northern,Student,Business,4,391.15
6425760,Customer_232,C00000,Data Science,M,26-35,34,1,New York,Eastern,Self-Employed,Arts,3,324.21
7094228,Customer_233,C00003,Web Development,F,0-17,40,1,California,Central,Unemployed,Technology,2,253.51
9742271,Customer_234,C00003,Data Science,F,18-25,56,1,Florida,Eastern,Self-Employed,Arts,4,53.21
7735506,Customer_235,C00001,Data Science,F,55+,42,1,Florida,Central,Self-Employed,Technology,4,79.76
,,,,,,,,,,,,,
2286349,Customer_236,C00004,Digital Marketing,M,55+,56,1,California,Eastern,Professional,Arts,3,393.61
4893299,Customer_237,C00000,Data Science,M,0-17,45,0,Texas,Western,Student,Technology,3,92.23
9093215,Customer_238,C00003,Python Programming,F,36-45,32,1,California,Southern,Student,Technology,4,396.97
8829985,Customer_239,C00003,Python Programming,M,55+,57,1,Florida,Southern,Retired,Technology,4,375.88
3869516,Customer_240,C00000,Web Development,F,26-35,18,0,Texas,Eastern,Self-Employed,Business,4,281.18
8821935,Customer_241,C00001,Web Development,M,46-55,13,1,Texas,Northern,Unemployed,Technology,2,211.5
7029275,Customer_242,C00004,Graphic Design,M,36-45,46,1,Illinois,Eastern,Unemployed,Technology,2,455.1
1891693,Customer_243,C00001,Data Science,F,26-35,24,0,California,Eastern,Self-Employed,Technology,4,129.46
6410512,Customer_244,C00000,Web Development,F,26-35,46,0,Florida,Southern,Professional,Arts,1,434.76
2263704,Customer_245,C00002,Digital Marketing,F,26-35,27,0,New York,Eastern,Self-Employed,Arts,3,393.56
3890029,Customer_246,C00001,Web Development,M,0-17,29,0,Illinois,Eastern,Self-Employed,Technology,1,350.48
2212581,Customer_247,C00002,Python Programming,M,0-17,34,0,New York,Central,Unemployed,Arts,2,474.07
3852784,Customer_248,C00000,Data Science,F,36-45,34,0,Texas,Eastern,Self-Employed,Technology,4,498.26
2123332,Customer_249,C00002,Python Programming,M,36-45,45,1,Florida,Central,Retired,Technology,3,405.16
3741232,Customer_250,C00003,Web Development,M,18-25,11,1,Florida,Western,Unemployed,Business,4,152.94
5215731,Customer_251,C00002,Web Development,F,18-25,22,1,California,Northern,Unemployed,Business,1,358.23
8963822,Customer_252,C00004,Python Programming,M,18-25,30,1,Florida,Eastern,Professional,Business,3,230.17
6926798,Customer_253,C00004,Graphic Design,M,26-35,17,1,Florida,Central,Self-Employed,Arts,4,105.06
1437489,Customer_254,C00000,Graphic Design,M,46-55,32,1,California,Central,Unemployed,Technology,3,431.95
8420298,Customer_255,C00004,Web Development,M,18-25,54,0,California,Eastern,Self-Employed,Technology,2,200.63
2921750,Customer_256,C00002,Graphic Design,M,36-45,25,1,Florida,Southern,Student,Business,3,484
1039965,Customer_257,C00003,Python Programming,M,46-55,42,0,Florida,Southern,Professional,Business,4,415
5924366,Customer_258,C00000,Data Science,F,18-25,43,0,Illinois,Eastern,Unemployed,Technology,1,410.02
7184106,Customer_259,C00001,Web Development,F,0-17,23,1,New York,Eastern,Retired,Business,4,422.11
9144075,Customer_260,C00003,Digital Marketing,M,55+,11,0,Illinois,Southern,Professional,Technology,2,233.66
5567519,Customer_261,C00001,Graphic Design,M,18-25,13,0,Illinois,Eastern,Self-Employed,Technology,4,86.99
2427990,Customer_262,C00000,Graphic Design,F,18-25,49,0,Texas,Eastern,Professional,Technology,3,497.77
7167662,Customer_263,C00001,Digital Marketing,F,26-35,46,1,Florida,Southern,Student,Technology,1,483.87
